	Acute Myeloid Leukemia	Adenosquamous Carcinoma of the Pancreas	Adrenocortical Carcinoma	Ampullary Carcinoma	Anaplastic Thyroid Cancer	B-Lymphoblastic Leukemia/Lymphoma	Bladder Squamous Cell Carcinoma	Bladder Urothelial Carcinoma	Breast Ductal Carcinoma In Situ	Breast Neoplasm, NOS	CIC-DUX4 Sarcoma	Cervical Adenocarcinoma	Cervical Squamous Cell Carcinoma	Chondrosarcoma	Colorectal Adenocarcinoma	Cutaneous Squamous Cell Carcinoma	Diffuse Glioma	Embryonal Tumor	Endometrial Carcinoma	Epithelioid Sarcoma	Esophageal Squamous Cell Carcinoma	Esophagogastric Adenocarcinoma	Ewing Sarcoma	Fibrosarcoma	Gestational Trophoblastic Disease	Glassy Cell Carcinoma of the Cervix	Head and Neck Carcinoma, Other	Head and Neck Squamous Cell Carcinoma	Hepatoblastoma	Hepatocellular Carcinoma	Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma	Hodgkin Lymphoma	Intracholecystic Papillary Neoplasm	Intraductal Papillary Neoplasm of the Bile Duct	Invasive Breast Carcinoma	Leiomyosarcoma	Liposarcoma	Lung Neuroendocrine Tumor	Mature B-Cell Neoplasms	Mature T and NK Neoplasms	Medullary Thyroid Cancer	Melanoma	Meningothelial Tumor	Merkel Cell Carcinoma	Mixed Cervical Carcinoma	Mucosal Melanoma of the Vulva/Vagina	Myelodysplastic Syndromes	Myeloproliferative Neoplasms	Nerve Sheath Tumor	Neuroblastoma	Non-Cancerous	Non-Hodgkin Lymphoma	Non-Seminomatous Germ Cell Tumor	Non-Small Cell Lung Cancer	Ocular Melanoma	Osteosarcoma	Ovarian Cancer, Other	Ovarian Epithelial Tumor	Ovarian Germ Cell Tumor	Pancreatic Adenocarcinoma	Pancreatic Neuroendocrine Tumor	Pleural Mesothelioma	Poorly Differentiated Thyroid Cancer	Prostate Adenocarcinoma	Prostate Small Cell Carcinoma	Renal Cell Carcinoma	Retinoblastoma	Rhabdoid Cancer	Rhabdomyosarcoma	SMARCA4-deficient undifferentiated tumor	Sarcoma, NOS	Small Bowel Cancer	Squamous Cell Carcinoma of the Vulva/Vagina	Synovial Sarcoma	T-Lymphoblastic Leukemia/Lymphoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Urethral Cancer	Uterine Sarcoma/Mesenchymal	Well-Differentiated Thyroid Cancer
AFF3	0.645174	0.69146	0.690058	0.682435	0.660996	0.606154	0.692744	0.671208	0.639638	0.684229	0.653949	0.686334	0.690636	0.629764	0.685812	0.69254	0.637945	0.667427	0.674568	0.614591	0.683759	0.686919	0.690392	0.628651	0.690443	0.693147	0.678979	0.685097	0.690598	0.648561	0.693147	0.637163	0.691142	0.675071	0.654127	0.655751	0.657989	0.650169	0.626267	0.662178	0.602287	0.642992	0.650687	0.634386	0.693147	0.648434	0.692395	0.657695	0.633038	0.636563	0.640187	0.639151	0.669587	0.675483	0.639825	0.641594	0.693147	0.672421	0.690598	0.6852	0.685851	0.640056	0.616973	0.629467	0.678356	0.640728	0.665929	0.670736	0.65612	0.650487	0.639822	0.682351	0.693147	0.623426	0.626833	0.653707	0.692395	0.670218	0.658431
ZNF385B	0.689328	0.680999	0.68635	0.680635	0.669612	0.672921	0.690751	0.651459	0.641719	0.632655	0.690047	0.651606	0.674436	0.67853	0.662331	0.690645	0.663498	0.623537	0.641446	0.693147	0.668755	0.667176	0.682186	0.640769	0.680579	0.680123	0.62954	0.667797	0.611157	0.640944	0.685227	0.672265	0.671856	0.661313	0.657122	0.680001	0.677476	0.595822	0.622329	0.687827	0.633374	0.674646	0.657943	0.647858	0.693147	0.68635	0.693147	0.667157	0.604537	0.658642	0.684079	0.639746	0.651299	0.660523	0.668501	0.657148	0.687519	0.658517	0.691459	0.682199	0.68635	0.668439	0.631247	0.544738	0.648441	0.663025	0.598946	0.666653	0.634714	0.651998	0.690047	0.684144	0.693147	0.677281	0.688051	0.679449	0.67284	0.688502	0.609068
DLX1	0.653036	0.669733	0.647132	0.683397	0.662187	0.679722	0.666258	0.664278	0.659019	0.640948	0.611829	0.650382	0.664209	0.647217	0.676404	0.664891	0.638893	0.655888	0.657666	0.669021	0.663819	0.672142	0.646967	0.639842	0.690343	0.6691	0.692703	0.663248	0.682469	0.663374	0.674863	0.671146	0.685046	0.676258	0.657959	0.64819	0.653163	0.63304	0.68585	0.679747	0.690989	0.637732	0.646327	0.642489	0.678269	0.6691	0.633044	0.658366	0.643917	0.67778	0.666636	0.680874	0.692447	0.665218	0.669007	0.647888	0.690989	0.66032	0.661684	0.678363	0.645837	0.654421	0.668556	0.632761	0.648816	0.665498	0.65663	0.640793	0.641147	0.636194	0.647091	0.634431	0.692322	0.635761	0.675466	0.653496	0.645965	0.646437	0.652353
HES6	0.65345	0.666914	0.650847	0.669351	0.669072	0.662247	0.680821	0.662544	0.657771	0.669618	0.639772	0.656641	0.667085	0.653335	0.649874	0.67945	0.662919	0.648634	0.650457	0.663455	0.665132	0.655866	0.645329	0.658268	0.666348	0.661639	0.673505	0.674162	0.647374	0.657686	0.673236	0.663769	0.667474	0.665964	0.656698	0.668084	0.677254	0.624468	0.661129	0.671931	0.641031	0.652548	0.674174	0.671987	0.655966	0.668107	0.623556	0.652069	0.674018	0.65058	0.674359	0.67406	0.662928	0.661576	0.647087	0.666226	0.647607	0.660589	0.659943	0.667126	0.637484	0.667111	0.674847	0.656332	0.626379	0.664157	0.628193	0.660166	0.645137	0.655055	0.670054	0.645351	0.682246	0.664393	0.661798	0.660844	0.65471	0.665527	0.666224
CSRNP1	0.658573	0.668669	0.675062	0.649594	0.653012	0.653989	0.670262	0.658004	0.661288	0.661975	0.649875	0.668013	0.660468	0.644092	0.660239	0.671862	0.654553	0.662841	0.65864	0.668392	0.659785	0.653653	0.663951	0.650708	0.660056	0.652519	0.689249	0.664608	0.653903	0.651902	0.66133	0.655818	0.660285	0.656956	0.655516	0.652639	0.658643	0.667031	0.655864	0.654626	0.668146	0.661571	0.652097	0.657362	0.655506	0.659093	0.665984	0.657293	0.655844	0.666277	0.652294	0.663316	0.663947	0.655903	0.672004	0.65762	0.653259	0.65812	0.661603	0.656793	0.654932	0.656535	0.652472	0.654133	0.669206	0.658993	0.65481	0.655548	0.660052	0.654782	0.649634	0.659799	0.688038	0.661172	0.661948	0.654209	0.651274	0.65977	0.651305
TMF1	0.660959	0.663314	0.664791	0.656241	0.65477	0.659981	0.662668	0.657897	0.657567	0.660147	0.655697	0.66117	0.65961	0.654275	0.657718	0.659557	0.654611	0.660171	0.659137	0.664479	0.660379	0.657957	0.662883	0.65904	0.657478	0.650656	0.665215	0.662596	0.659349	0.659296	0.661755	0.65744	0.66043	0.659778	0.658887	0.654443	0.656309	0.661221	0.659934	0.658586	0.662215	0.654055	0.656491	0.657607	0.659977	0.654399	0.663625	0.659711	0.653505	0.661675	0.653335	0.66044	0.660526	0.658238	0.660563	0.657686	0.667291	0.65947	0.660147	0.658871	0.659393	0.654439	0.654461	0.657719	0.653272	0.659963	0.663685	0.65795	0.660977	0.659912	0.656065	0.661894	0.679165	0.657276	0.659919	0.66228	0.65348	0.65682	0.658886
ZNF660	0.632225	0.681473	0.681883	0.689385	0.662032	0.648473	0.690485	0.678798	0.687382	0.693147	0.592391	0.675901	0.686562	0.65242	0.686238	0.69007	0.655164	0.639144	0.655556	0.691696	0.680457	0.676759	0.659441	0.686311	0.693147	0.69048	0.630217	0.687443	0.63979	0.660472	0.693147	0.68744	0.677818	0.684589	0.681548	0.652921	0.662362	0.610946	0.667358	0.665965	0.625461	0.674989	0.674415	0.628998	0.691696	0.691696	0.641269	0.653001	0.65531	0.59214	0.657647	0.68905	0.611016	0.676527	0.685164	0.647199	0.686311	0.665336	0.592391	0.687572	0.635544	0.657986	0.655063	0.674019	0.617826	0.670411	0.585128	0.671356	0.622209	0.654213	0.685372	0.682721	0.688296	0.667391	0.643439	0.660063	0.638973	0.662676	0.656385
NR1I2	0.629719	0.690923	0.693147	0.640747	0.66284	0.677973	0.689077	0.683115	0.685772	0.693147	0.677147	0.692162	0.691701	0.649501	0.491563	0.692162	0.682321	0.688158	0.683349	0.693147	0.680528	0.562665	0.690128	0.689059	0.687929	0.667436	0.689059	0.689212	0.480188	0.606454	0.689059	0.626137	0.647187	0.660617	0.682853	0.690294	0.690931	0.664285	0.650332	0.669032	0.625727	0.688559	0.678519	0.684844	0.651192	0.693147	0.693147	0.683425	0.671843	0.685385	0.681019	0.689686	0.690282	0.680234	0.693147	0.68519	0.462489	0.664838	0.693147	0.61452	0.693147	0.68692	0.60132	0.673708	0.66521	0.68206	0.693147	0.691701	0.660957	0.688376	0.685722	0.693147	0.693147	0.692162	0.676802	0.6371	0.689077	0.690933	0.68341
EAF2	0.631635	0.658307	0.654651	0.673058	0.664118	0.634505	0.654312	0.660014	0.657014	0.650767	0.659	0.666207	0.662622	0.675432	0.660373	0.650435	0.666164	0.66027	0.666686	0.658381	0.66168	0.658616	0.654859	0.660263	0.654805	0.663846	0.667792	0.659747	0.663279	0.663417	0.674027	0.642609	0.663419	0.661362	0.659632	0.669478	0.664693	0.654169	0.630419	0.651222	0.660872	0.6631	0.666951	0.65924	0.635109	0.658001	0.643709	0.645971	0.663346	0.665841	0.67361	0.641066	0.655114	0.662508	0.674182	0.661362	0.667326	0.664199	0.657017	0.66324	0.65096	0.671493	0.667428	0.660939	0.651205	0.668904	0.651933	0.666729	0.662079	0.659583	0.660357	0.673557	0.66442	0.662657	0.651409	0.660413	0.657333	0.668095	0.664036
ZNF300	0.677645	0.659941	0.693147	0.665642	0.657356	0.684711	0.69251	0.662946	0.681618	0.693147	0.661838	0.671849	0.663118	0.641673	0.676581	0.672388	0.647114	0.658156	0.670854	0.637596	0.662875	0.665349	0.636541	0.642069	0.685408	0.641157	0.641199	0.667533	0.661118	0.656502	0.651717	0.683234	0.662256	0.6607	0.66367	0.660601	0.65381	0.644601	0.677003	0.686547	0.627156	0.654529	0.656313	0.642548	0.663523	0.658908	0.664831	0.676947	0.656121	0.634437	0.654605	0.680153	0.638941	0.65953	0.656557	0.667018	0.64996	0.662154	0.643327	0.660937	0.628295	0.653388	0.649738	0.654123	0.634193	0.657875	0.637432	0.666583	0.660856	0.648729	0.662363	0.692319	0.68022	0.654057	0.684964	0.654063	0.650424	0.653752	0.651345
SCML4	0.633466	0.685679	0.693147	0.691587	0.692307	0.446271	0.690269	0.673607	0.690782	0.693147	0.693147	0.693147	0.691296	0.693147	0.626507	0.690793	0.676267	0.679549	0.686218	0.687873	0.692102	0.657489	0.659668	0.693147	0.670725	0.693147	0.683602	0.690783	0.672955	0.660515	0.693147	0.585151	0.689451	0.684995	0.689348	0.691134	0.693147	0.667143	0.604617	0.587496	0.479228	0.486202	0.690281	0.693147	0.693147	0.676114	0.693147	0.606445	0.687198	0.611443	0.690682	0.616958	0.689459	0.68663	0.665707	0.68407	0.693147	0.686702	0.687873	0.679586	0.676114	0.691925	0.693147	0.686183	0.693147	0.690223	0.690269	0.69214	0.689847	0.670379	0.687873	0.693147	0.693147	0.686216	0.550564	0.687895	0.693147	0.689076	0.688692
RBAK	0.660447	0.656629	0.659393	0.660774	0.666265	0.663159	0.664353	0.659282	0.656146	0.651939	0.651503	0.659305	0.659237	0.65945	0.657858	0.655855	0.656665	0.661035	0.659199	0.660485	0.65594	0.65772	0.656674	0.661615	0.658129	0.647812	0.664555	0.659844	0.662364	0.66006	0.648696	0.663341	0.663385	0.660279	0.658492	0.661487	0.660599	0.652416	0.659804	0.659617	0.660779	0.656616	0.662328	0.656445	0.650436	0.658634	0.669564	0.662887	0.662491	0.656283	0.663223	0.662582	0.656625	0.658282	0.660031	0.661325	0.651815	0.66227	0.656044	0.66002	0.652549	0.658002	0.666586	0.657514	0.649542	0.658161	0.653778	0.656085	0.659963	0.654159	0.663526	0.655707	0.67858	0.660338	0.660059	0.671741	0.65624	0.661353	0.66415
CREB5	0.672857	0.657581	0.687795	0.660747	0.645762	0.669086	0.671635	0.658819	0.688463	0.681151	0.652723	0.680763	0.669028	0.630442	0.672171	0.675059	0.646305	0.666158	0.645086	0.622364	0.660266	0.665119	0.667528	0.636127	0.672868	0.655178	0.686411	0.667035	0.678119	0.641903	0.693147	0.671489	0.663852	0.651787	0.669855	0.64246	0.648931	0.66514	0.659208	0.68318	0.651546	0.650794	0.653815	0.632935	0.686951	0.656457	0.688687	0.677326	0.656429	0.640807	0.65737	0.670297	0.645505	0.659117	0.653417	0.64897	0.652678	0.653197	0.641609	0.668786	0.635452	0.650295	0.644903	0.679964	0.66092	0.62882	0.690718	0.66752	0.645354	0.660554	0.62499	0.688087	0.690658	0.630426	0.68578	0.664642	0.650687	0.653567	0.640827
FERD3L	0.686604	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.684166	0.693147	0.683326	0.693147	0.693147	0.693147	0.688016	0.693147	0.686621	0.674981	0.693147	0.693147	0.693147	0.693147	0.693147	0.684346	0.693147	0.501665	0.693147	0.693147	0.680808	0.693147	0.693147	0.693147	0.66806	0.440246	0.688642	0.693147	0.693147	0.684953	0.693147	0.693147	0.693147	0.693147	0.693147	0.686358	0.693147	0.196775	0.671906	0.693147	0.671058	0.691366	0.693147	0.693147	0.515962	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.682413	0.693147	0.693147	0.693147	0.693147
PURB	0.66269	0.658436	0.655483	0.659476	0.661679	0.661776	0.660198	0.657685	0.658447	0.652579	0.656743	0.660003	0.659102	0.656025	0.660641	0.65979	0.654663	0.659958	0.660697	0.661551	0.657527	0.659492	0.65732	0.656657	0.663548	0.657577	0.663342	0.660478	0.669864	0.660412	0.654804	0.659369	0.659663	0.659794	0.658776	0.655732	0.661671	0.655196	0.660374	0.656536	0.653682	0.657474	0.660795	0.653678	0.65856	0.669996	0.67004	0.662222	0.656109	0.657786	0.660849	0.661744	0.663682	0.657549	0.661264	0.658389	0.654053	0.660887	0.658428	0.66011	0.658359	0.658486	0.657659	0.659047	0.652461	0.659379	0.657167	0.661049	0.655518	0.654094	0.656314	0.656628	0.677558	0.660314	0.655553	0.658391	0.655546	0.660548	0.65884
ZNF92	0.658995	0.669212	0.65116	0.661011	0.66932	0.649512	0.66321	0.661104	0.658899	0.653696	0.655035	0.660487	0.659674	0.662283	0.657557	0.661872	0.659216	0.656312	0.661235	0.655946	0.665299	0.660088	0.652508	0.665513	0.657628	0.663422	0.658323	0.667607	0.661011	0.663196	0.649671	0.658479	0.664776	0.661626	0.660923	0.662928	0.663653	0.650162	0.653251	0.654258	0.655023	0.659567	0.6625	0.65567	0.653181	0.661246	0.662058	0.65953	0.658441	0.656347	0.668972	0.657396	0.645802	0.660919	0.658971	0.65952	0.649824	0.662947	0.654506	0.660277	0.649847	0.659708	0.676131	0.656984	0.643632	0.663994	0.646616	0.660548	0.654657	0.655966	0.669973	0.664476	0.676196	0.658089	0.653561	0.6663	0.656605	0.661241	0.665501
ZNF157	0.670648	0.684812	0.689315	0.683486	0.673821	0.646607	0.684728	0.677872	0.669557	0.577621	0.693147	0.646367	0.680008	0.669283	0.688267	0.681845	0.666433	0.641885	0.665793	0.66284	0.678016	0.685138	0.633917	0.686181	0.693147	0.664824	0.673369	0.683236	0.689332	0.674945	0.693147	0.633063	0.686369	0.690554	0.673095	0.677496	0.686863	0.550962	0.649372	0.648247	0.543761	0.668595	0.6842	0.663239	0.623167	0.693147	0.680648	0.657244	0.636621	0.584284	0.680247	0.654157	0.594121	0.670712	0.692226	0.669939	0.693147	0.656117	0.592183	0.67955	0.624404	0.682098	0.673369	0.691445	0.693147	0.683069	0.668777	0.65839	0.686805	0.630168	0.680648	0.693147	0.693147	0.672828	0.608335	0.66763	0.622689	0.678026	0.67863
ZNF182	0.653627	0.653741	0.655395	0.666339	0.661263	0.654561	0.672406	0.665758	0.666601	0.673235	0.619964	0.65959	0.661937	0.653107	0.662511	0.660819	0.658601	0.654834	0.661019	0.64858	0.664037	0.662464	0.652347	0.667271	0.663638	0.659775	0.661244	0.667213	0.669197	0.659978	0.670299	0.662197	0.664253	0.663915	0.66526	0.661373	0.661108	0.651983	0.656129	0.65644	0.653952	0.661182	0.663784	0.656457	0.67906	0.651402	0.669869	0.656899	0.657569	0.655268	0.66396	0.655674	0.648451	0.662885	0.660707	0.659315	0.652994	0.661051	0.656167	0.663128	0.653244	0.658505	0.659176	0.663539	0.641201	0.658884	0.656653	0.657398	0.658171	0.653456	0.662355	0.656781	0.673548	0.658901	0.652663	0.651029	0.658402	0.660335	0.661207
ZNF41	0.659142	0.65742	0.658638	0.661729	0.659293	0.653821	0.664126	0.65891	0.657565	0.655892	0.656643	0.658678	0.660318	0.649543	0.659451	0.659222	0.655874	0.660507	0.659274	0.661055	0.662462	0.661056	0.656832	0.659377	0.662352	0.654289	0.667302	0.665645	0.667701	0.658637	0.668035	0.659272	0.66308	0.662612	0.659602	0.656553	0.658965	0.651657	0.65806	0.657456	0.647843	0.661113	0.658427	0.656981	0.666726	0.66288	0.664829	0.662851	0.655262	0.656994	0.658298	0.657652	0.667866	0.660493	0.664592	0.656887	0.656677	0.659471	0.661322	0.661208	0.653261	0.659	0.654756	0.654701	0.645855	0.662158	0.661526	0.651569	0.657041	0.656245	0.657609	0.657257	0.681302	0.656652	0.658807	0.663384	0.653497	0.658342	0.659324
ZNF711	0.66651	0.649282	0.632115	0.682917	0.673904	0.663153	0.679192	0.666648	0.65815	0.64643	0.690676	0.674664	0.676609	0.674297	0.654411	0.685717	0.667248	0.650606	0.666137	0.685941	0.664101	0.661808	0.629172	0.67287	0.689989	0.649768	0.64716	0.679474	0.659353	0.663764	0.66026	0.677513	0.669415	0.671553	0.662812	0.68784	0.66905	0.621439	0.657483	0.660769	0.627577	0.682747	0.69023	0.637874	0.67139	0.680653	0.632034	0.643986	0.666972	0.624147	0.680226	0.667012	0.632616	0.662396	0.657723	0.651415	0.643074	0.66081	0.64792	0.668895	0.635192	0.678872	0.68646	0.674222	0.615096	0.673061	0.631122	0.649007	0.638745	0.633874	0.6922	0.63599	0.683108	0.645781	0.634905	0.675788	0.644268	0.660976	0.673644
CPXCR1	0.676704	0.693147	0.693147	0.662705	0.661495	0.640561	0.662342	0.676361	0.636597	0.693147	0.693147	0.674921	0.652587	0.530834	0.6456	0.654543	0.613055	0.687843	0.668057	0.625778	0.639597	0.647772	0.685556	0.693147	0.693147	0.654055	0.693147	0.674995	0.693147	0.667573	0.670922	0.602653	0.668492	0.654209	0.672515	0.649729	0.685142	0.678751	0.649503	0.610137	0.503507	0.65429	0.666671	0.665293	0.693147	0.693147	0.670922	0.668667	0.662846	0.690314	0.683691	0.616521	0.677379	0.644772	0.65282	0.663114	0.693147	0.67878	0.693147	0.671607	0.693147	0.670604	0.693147	0.693147	0.693147	0.672947	0.693147	0.672978	0.685386	0.682921	0.693147	0.693147	0.693147	0.671279	0.6021	0.693147	0.646903	0.680782	0.568771
HMBOX1	0.64812	0.653232	0.661302	0.666287	0.664411	0.651289	0.670311	0.660842	0.666286	0.662744	0.649366	0.665656	0.665133	0.655563	0.660322	0.66758	0.657915	0.658774	0.656589	0.660934	0.658487	0.659968	0.652462	0.655263	0.666714	0.67177	0.65573	0.665219	0.664868	0.659559	0.668654	0.654903	0.66673	0.665322	0.661621	0.658813	0.666402	0.652352	0.651531	0.651156	0.654621	0.65837	0.664116	0.660538	0.667896	0.66267	0.647351	0.643751	0.664646	0.647243	0.658567	0.655179	0.658833	0.660473	0.658239	0.657842	0.667426	0.66053	0.656767	0.662527	0.6514	0.662422	0.655156	0.659227	0.654393	0.663329	0.655723	0.655876	0.657656	0.656767	0.663958	0.652515	0.67415	0.664009	0.646972	0.658195	0.659497	0.656656	0.657239
ST18	0.638823	0.693147	0.693147	0.690026	0.67861	0.689201	0.693147	0.678749	0.688229	0.691227	0.693147	0.605946	0.685066	0.6665	0.655033	0.680787	0.677339	0.663833	0.682055	0.693147	0.686439	0.660331	0.654379	0.691227	0.689204	0.689628	0.693147	0.686871	0.693147	0.676031	0.634402	0.681629	0.677256	0.684818	0.685043	0.660989	0.68502	0.471346	0.685477	0.644266	0.47229	0.682359	0.69166	0.686799	0.693147	0.693147	0.693147	0.670837	0.657896	0.64249	0.689064	0.673784	0.688646	0.664101	0.692122	0.673626	0.674336	0.682984	0.691227	0.687862	0.471152	0.674353	0.68418	0.683549	0.543397	0.684429	0.582018	0.691389	0.692866	0.643055	0.674336	0.693147	0.693147	0.685016	0.657137	0.660118	0.686775	0.661191	0.67402
PRDM14	0.69209	0.693147	0.687898	0.693147	0.693147	0.692825	0.693147	0.692156	0.690804	0.693147	0.693147	0.693147	0.692607	0.693147	0.692053	0.693147	0.692829	0.653887	0.678226	0.693147	0.691875	0.691578	0.679455	0.693147	0.693147	0.693147	0.693147	0.69122	0.690283	0.69107	0.693147	0.693147	0.693147	0.692701	0.692083	0.693147	0.693147	0.677455	0.690052	0.691195	0.693147	0.692248	0.693147	0.677711	0.687898	0.693147	0.693147	0.692066	0.693147	0.671465	0.692764	0.693147	0.278996	0.690208	0.693147	0.692355	0.693147	0.689026	0.192263	0.677794	0.693147	0.692797	0.693147	0.684714	0.693147	0.692378	0.693147	0.691702	0.690461	0.689815	0.693147	0.693147	0.693147	0.690794	0.693147	0.693147	0.685758	0.693147	0.693147
TERF1	0.660641	0.661435	0.656694	0.663281	0.65664	0.659222	0.661307	0.659077	0.659386	0.655465	0.653398	0.662024	0.660654	0.655857	0.66025	0.659593	0.658772	0.657782	0.65876	0.657655	0.660003	0.660044	0.656158	0.662595	0.66111	0.660956	0.661682	0.662907	0.662351	0.662005	0.660871	0.659092	0.662574	0.659786	0.660691	0.657073	0.659256	0.65421	0.660501	0.65963	0.652463	0.659914	0.658301	0.658134	0.659942	0.664779	0.6636	0.659384	0.65941	0.657935	0.660696	0.661916	0.648045	0.659959	0.656471	0.657662	0.661545	0.658841	0.652905	0.661496	0.657749	0.659182	0.659736	0.659075	0.649981	0.656507	0.653659	0.657297	0.65932	0.656534	0.661213	0.658423	0.679886	0.654709	0.659284	0.661901	0.659764	0.656087	0.660438
ZNF7	0.657372	0.657193	0.663772	0.663184	0.659079	0.658606	0.664469	0.658816	0.65668	0.659317	0.65157	0.66225	0.659847	0.659982	0.660165	0.658811	0.659446	0.659712	0.659702	0.660049	0.659822	0.658428	0.653987	0.659307	0.663142	0.657109	0.660965	0.659983	0.66181	0.660132	0.653657	0.659387	0.662259	0.659976	0.658149	0.659636	0.660392	0.655435	0.65943	0.659446	0.652001	0.659017	0.655471	0.65964	0.658757	0.659067	0.657267	0.656243	0.659125	0.658058	0.661534	0.660345	0.661686	0.657979	0.657104	0.659554	0.659904	0.659237	0.659348	0.659837	0.659822	0.657482	0.658761	0.656956	0.646384	0.659951	0.659386	0.656997	0.658373	0.658021	0.664827	0.657186	0.676638	0.657156	0.659713	0.662204	0.661089	0.660103	0.659816
NFIB	0.681685	0.651987	0.639979	0.655615	0.648792	0.685008	0.657036	0.658105	0.648514	0.614641	0.633695	0.659421	0.655299	0.657497	0.66156	0.668677	0.658154	0.653567	0.649421	0.655789	0.657289	0.659241	0.651365	0.659877	0.69036	0.644144	0.657879	0.663396	0.685854	0.658273	0.66325	0.671261	0.654491	0.656091	0.65151	0.656453	0.672105	0.642394	0.681447	0.685359	0.683609	0.662257	0.645511	0.653485	0.692158	0.673737	0.668427	0.682835	0.660855	0.646228	0.665904	0.683045	0.686461	0.656479	0.662952	0.659274	0.655006	0.654787	0.691601	0.659072	0.652863	0.656676	0.687093	0.642531	0.639509	0.652094	0.652531	0.646773	0.650968	0.652704	0.632848	0.652448	0.670009	0.65344	0.686865	0.656254	0.675968	0.632971	0.657891
ZNF462	0.681712	0.646955	0.674221	0.656636	0.659572	0.675195	0.655214	0.654279	0.662931	0.644976	0.685869	0.666176	0.665984	0.659437	0.660897	0.657544	0.647067	0.655546	0.651559	0.665708	0.650709	0.661138	0.664707	0.648619	0.681763	0.647414	0.658803	0.655956	0.677801	0.658068	0.661038	0.683391	0.665882	0.664747	0.665512	0.646187	0.661004	0.647264	0.683642	0.686239	0.648303	0.648849	0.653868	0.653402	0.661583	0.64788	0.665478	0.678168	0.654669	0.64533	0.660844	0.683352	0.644508	0.653645	0.661463	0.653263	0.657151	0.657551	0.639299	0.66015	0.67603	0.65204	0.649981	0.658088	0.631264	0.65375	0.641646	0.673798	0.657832	0.658442	0.645889	0.667579	0.68081	0.66587	0.666356	0.651965	0.661934	0.647795	0.651815
NR6A1	0.653729	0.651212	0.672267	0.658833	0.672148	0.668263	0.670643	0.659618	0.664133	0.663782	0.658178	0.663583	0.66859	0.672646	0.651337	0.659449	0.668876	0.665612	0.659806	0.662637	0.655268	0.656513	0.658605	0.672895	0.58307	0.669346	0.671255	0.662422	0.614082	0.651965	0.66349	0.645469	0.663909	0.667375	0.665556	0.673653	0.677996	0.652113	0.650242	0.667325	0.681148	0.668312	0.670252	0.675003	0.661015	0.683015	0.650559	0.656728	0.672664	0.668635	0.680355	0.657393	0.622773	0.659103	0.668356	0.671028	0.671454	0.662719	0.586624	0.660117	0.657264	0.677969	0.667068	0.670495	0.626898	0.67284	0.630226	0.647754	0.661906	0.660783	0.641879	0.640518	0.679983	0.667435	0.671108	0.682073	0.665149	0.659389	0.668033
REXO4	0.657048	0.660035	0.664571	0.659369	0.658875	0.657505	0.660489	0.657822	0.658416	0.662373	0.652776	0.659809	0.660283	0.657499	0.657884	0.657534	0.657717	0.660564	0.657929	0.665329	0.657074	0.658566	0.656025	0.65537	0.659233	0.654185	0.667076	0.659278	0.657699	0.656386	0.665582	0.65616	0.660443	0.6609	0.659271	0.658963	0.66272	0.65623	0.656524	0.659478	0.664212	0.659089	0.657825	0.661781	0.656072	0.667547	0.655078	0.65521	0.661013	0.658245	0.660164	0.655132	0.66176	0.65791	0.660498	0.659587	0.659376	0.659497	0.659282	0.659299	0.658666	0.657896	0.655034	0.656013	0.655866	0.660283	0.660803	0.658062	0.658782	0.657451	0.660818	0.655119	0.677805	0.660009	0.6582	0.659408	0.658404	0.658666	0.657934
NACC2	0.660838	0.657249	0.66341	0.647007	0.658886	0.689421	0.662004	0.654483	0.656255	0.67738	0.652629	0.652241	0.657997	0.651569	0.655375	0.666285	0.646748	0.664788	0.652654	0.660459	0.656755	0.656603	0.651169	0.645767	0.671437	0.657017	0.677285	0.660974	0.656555	0.648991	0.651036	0.678056	0.656243	0.657092	0.655706	0.652708	0.662091	0.659807	0.683738	0.675052	0.665401	0.649038	0.652981	0.654309	0.66008	0.666901	0.676642	0.668011	0.659082	0.677596	0.648541	0.681556	0.664482	0.652656	0.653761	0.658654	0.65044	0.655653	0.659107	0.654382	0.652612	0.646392	0.654531	0.656044	0.644512	0.649442	0.67325	0.649638	0.664272	0.647377	0.662768	0.650145	0.680293	0.652597	0.68725	0.666664	0.650722	0.654567	0.654048
